argumentTypeId	argumentTypeName	sourceTaxonName	sourceTaxonId	sourceTaxonIds	interactionTypeName	interactionTypeId	targetTaxonName	targetTaxonId	targetTaxonIds	sourceBodyPartName	sourceBodyPartId	referenceDoi	referenceCitation
	support	Euplotes petzi	NCBI:txid1156992	NCBI:txid1156992|WD:Q24977316|PPSDB:Q1765	host of		Francisella adeliensis	NCBI:txid2007306	NCBI:txid2007306|WD:Q126741163|PPSDB:Q1764	symbiont-containing vacuole	GO:0020003	10.1007/S00248-018-1256-3	Vallesi, A., Sjödin, A., Petrelli, D., Luporini, P., Taddei, A. R., Thelaus, J., Öhrman, C., Nilsson, E., Di Giuseppe, G., Gutiérrez, G., et al. (2018). A New Species of the γ-Proteobacterium Francisella, F. adeliensis Sp. Nov., Endocytobiont in an Antarctic Marine Ciliate and Potential Evolutionary Forerunner of Pathogenic Species. Microbial Ecology 77, 587–596.
	support	Euplotes platystoma	NCBI:txid2023642	NCBI:txid2023642|PPSDB:Q2066	host of		Candidatus Devosia symbiotica	NCBI:txid2911541	NCBI:txid2911541|WD:Q127386480|PPSDB:Q2068	cytoplasm	GO:0005737	10.1016/J.PROTIS.2017.12.003	Boscaro, V., Fokin, S. I., Petroni, G., Verni, F., Keeling, P. J. and Vannini, C. (2018). Symbiont replacement between bacteria of different classes reveals additional layers of complexity in the evolution of symbiosis in the ciliate Euplotes. Protist 169, 43–52.
	support	Euplotes platystoma	NCBI:txid2023642	NCBI:txid2023642|PPSDB:Q2066	host of		Polynucleobacter sp. Fsp1.4	NCBI:txid249356	NCBI:txid249356|PPSDB:Q2067	cytoplasm	GO:0005737	10.1098/RSPB.2019.0693	Boscaro, V., Husnik, F., Vannini, C. and Keeling, P. J. (2019). Symbionts of the ciliate Euplotes : diversity, patterns and potential as models for bacteria–eukaryote endosymbioses. Proceedings of the Royal Society B: Biological Sciences 286, 20190693.
	support	Euplotes raikovi	NCBI:txid5938	NCBI:txid5938|WD:Q62003353|PPSDB:Q544	host of		Candidatus Francisella endociliophora	NCBI:txid653937	NCBI:txid653937|WD:Q127785023|PPSDB:Q543	cytosol	GO:0005829	10.1007/S00248-010-9772-9	Schrallhammer, M., Schweikert, M., Vallesi, A., Verni, F. and Petroni, G. (2010). Detection of a Novel Subspecies of Francisella noatunensis as Endosymbiont of the Ciliate Euplotes raikovi. Microbial Ecology 61, 455–464.
	support	Euplotes sp. EMP	NCBI:txid1048933	NCBI:txid1048933|PPSDB:Q561	host of		Caedimonas varicaedens	NCBI:txid1629334	NCBI:txid1629334|WD:Q126811765|PPSDB:Q1512	cytoplasm	GO:0005737	10.1098/RSPB.2019.0693	Boscaro, V., Husnik, F., Vannini, C. and Keeling, P. J. (2019). Symbionts of the ciliate Euplotes : diversity, patterns and potential as models for bacteria–eukaryote endosymbioses. Proceedings of the Royal Society B: Biological Sciences 286, 20190693.
	support	Euplotes sp. EMP	NCBI:txid1048933	NCBI:txid1048933|PPSDB:Q561	host of		Candidatus Megaira polyxenophila	NCBI:txid988779	NCBI:txid988779|WD:Q126489955|PPSDB:Q141	cytoplasm	GO:0005737	10.1098/RSPB.2019.0693	Boscaro, V., Husnik, F., Vannini, C. and Keeling, P. J. (2019). Symbionts of the ciliate Euplotes : diversity, patterns and potential as models for bacteria–eukaryote endosymbioses. Proceedings of the Royal Society B: Biological Sciences 286, 20190693.
	support	Euplotes sp. EMP	NCBI:txid1048933	NCBI:txid1048933|PPSDB:Q561	host of		Candidatus Parafinniella ignota		WD:Q127383663|PPSDB:Q2065	cytoplasm	GO:0005737	10.1098/RSPB.2019.0693	Boscaro, V., Husnik, F., Vannini, C. and Keeling, P. J. (2019). Symbionts of the ciliate Euplotes : diversity, patterns and potential as models for bacteria–eukaryote endosymbioses. Proceedings of the Royal Society B: Biological Sciences 286, 20190693.
	support	Euplotes sp. EMP	NCBI:txid1048933	NCBI:txid1048933|PPSDB:Q561	host of		Polynucleobacter necessarius	NCBI:txid576610	NCBI:txid576610|WD:Q16988339|PPSDB:Q558	cytoplasm	GO:0005737	10.1073/PNAS.1316687110	Boscaro, V., Felletti, M., Vannini, C., Ackerman, M. S., Chain, P. S. G., Malfatti, S., Vergez, L. M., Shin, M., Doak, T. G., Lynch, M., et al. (2013). Polynucleobacter necessarius , a model for genome reduction in both free-living and symbiotic bacteria. Proceedings of the National Academy of Sciences 110, 18590–18595.
	support	Euplotes sp. EMP	NCBI:txid1048933	NCBI:txid1048933|PPSDB:Q561	host of		Polynucleobacter necessarius	NCBI:txid576610	NCBI:txid576610|WD:Q16988339|PPSDB:Q558	cytoplasm	GO:0005737	10.1111/J.1462-2920.2012.02760.X	Vannini, C., Ferrantini, F., Ristori, A., Verni, F. and Petroni, G. (2012). Betaproteobacterial symbionts of the ciliate Euplotes: origin and tangled evolutionary path of an obligate microbial association. Environmental Microbiology 14, 2553–2563.
	support	Euplotes sp. EMP	NCBI:txid1048933	NCBI:txid1048933|PPSDB:Q561	host of		Polynucleobacter necessarius	NCBI:txid576610	NCBI:txid576610|WD:Q16988339|PPSDB:Q558	cytoplasm	GO:0005737	10.1038/S41559-017-0237-0	Boscaro, V., Kolisko, M., Felletti, M., Vannini, C., Lynn, D. H. and Keeling, P. J. (2017). Parallel genome reduction in symbionts descended from closely related free-living bacteria. Nature Ecology &amp; Evolution 1, 1160–1167.
	support	Euplotes sp. PUHP	NCBI:txid1048934	NCBI:txid1048934|PPSDB:Q560	host of		Additional symbiont of Euplotes sp. PUHP		PPSDB:Q566			10.1111/J.1462-2920.2012.02760.X	Vannini, C., Ferrantini, F., Ristori, A., Verni, F. and Petroni, G. (2012). Betaproteobacterial symbionts of the ciliate Euplotes: origin and tangled evolutionary path of an obligate microbial association. Environmental Microbiology 14, 2553–2563.
	support	Euplotes sp. PUHP	NCBI:txid1048934	NCBI:txid1048934|PPSDB:Q560	host of		Polynucleobacter necessarius	NCBI:txid576610	NCBI:txid576610|WD:Q16988339|PPSDB:Q558	cytoplasm	GO:0005737	10.1073/PNAS.1316687110	Boscaro, V., Felletti, M., Vannini, C., Ackerman, M. S., Chain, P. S. G., Malfatti, S., Vergez, L. M., Shin, M., Doak, T. G., Lynch, M., et al. (2013). Polynucleobacter necessarius , a model for genome reduction in both free-living and symbiotic bacteria. Proceedings of the National Academy of Sciences 110, 18590–18595.
	support	Euplotes sp. PUHP	NCBI:txid1048934	NCBI:txid1048934|PPSDB:Q560	host of		Polynucleobacter necessarius	NCBI:txid576610	NCBI:txid576610|WD:Q16988339|PPSDB:Q558	cytoplasm	GO:0005737	10.1111/J.1462-2920.2012.02760.X	Vannini, C., Ferrantini, F., Ristori, A., Verni, F. and Petroni, G. (2012). Betaproteobacterial symbionts of the ciliate Euplotes: origin and tangled evolutionary path of an obligate microbial association. Environmental Microbiology 14, 2553–2563.
	support	Euplotes sp. PUHP	NCBI:txid1048934	NCBI:txid1048934|PPSDB:Q560	host of		Polynucleobacter necessarius	NCBI:txid576610	NCBI:txid576610|WD:Q16988339|PPSDB:Q558	cytoplasm	GO:0005737	10.1038/S41559-017-0237-0	Boscaro, V., Kolisko, M., Felletti, M., Vannini, C., Lynn, D. H. and Keeling, P. J. (2017). Parallel genome reduction in symbionts descended from closely related free-living bacteria. Nature Ecology &amp; Evolution 1, 1160–1167.
	support	Euplotes vanleeuwenhoeki	NCBI:txid2794224	NCBI:txid2794224|WD:Q124821982|PPSDB:Q626	host of		Candidatus Pinguicoccus supinus	NCBI:txid2529394	NCBI:txid2529394|WD:Q126489976|PPSDB:Q627	cytosol	GO:0005829	10.1038/S41598-020-76348-Z	Serra, V., Gammuto, L., Nitla, V., Castelli, M., Lanzoni, O., Sassera, D., Bandi, C., Sandeep, B. V., Verni, F., Modeo, L., et al. (2020). Morphology, ultrastructure, genomics, and phylogeny of Euplotes vanleeuwenhoeki sp. nov. and its ultra-reduced endosymbiont “Candidatus Pinguicoccus supinus” sp. nov. Scientific Reports 10,.
	support	Euplotes woodruffi	NCBI:txid5942	NCBI:txid5942|WD:Q62000440|PPSDB:Q565	host of		Candidatus Bandiella numerosa	NCBI:txid2570586	NCBI:txid2570586|WD:Q126489910|PPSDB:Q979	cytoplasm	GO:0005737	10.1098/RSPB.2019.0693	Boscaro, V., Husnik, F., Vannini, C. and Keeling, P. J. (2019). Symbionts of the ciliate Euplotes : diversity, patterns and potential as models for bacteria–eukaryote endosymbioses. Proceedings of the Royal Society B: Biological Sciences 286, 20190693.
	support	Euplotes woodruffi	NCBI:txid5942	NCBI:txid5942|WD:Q62000440|PPSDB:Q565	host of		Candidatus Bandiella woodruffii	NCBI:txid1664265	NCBI:txid1664265|WD:Q126489911|PPSDB:Q569	cytoplasm	GO:0005737	10.1007/S00248-015-0668-6	Senra, M. V. X., Dias, R. J. P., Castelli, M., Silva-Neto, I. D., Verni, F., Soares, C. A. G. and Petroni, G. (2015). A House for Two—Double Bacterial Infection in Euplotes woodruffi Sq1 (Ciliophora, Euplotia) Sampled in Southeastern Brazil. Microbial Ecology 71, 505–517.
	support	Euplotes woodruffi	NCBI:txid5942	NCBI:txid5942|WD:Q62000440|PPSDB:Q565	host of		Candidatus Bandiella woodruffii	NCBI:txid1664265	NCBI:txid1664265|WD:Q126489911|PPSDB:Q569	cytoplasm	GO:0005737	10.1128/AEM.02432-21	Giannotti, D., Boscaro, V., Husnik, F., Vannini, C. and Keeling, P. J. (2022). The “Other” Rickettsiales : an Overview of the Family “ Candidatus Midichloriaceae.” Applied and Environmental Microbiology 88,.
	support	Euplotes woodruffi	NCBI:txid5942	NCBI:txid5942|WD:Q62000440|PPSDB:Q565	host of		Candidatus Bandiella woodruffii	NCBI:txid1664265	NCBI:txid1664265|WD:Q126489911|PPSDB:Q569			10.1038/S41467-024-45351-7	Castelli, M., Nardi, T., Gammuto, L., Bellinzona, G., Sabaneyeva, E., Potekhin, A., Serra, V., Petroni, G. and Sassera, D. (2024). Host association and intracellularity evolved multiple times independently in the Rickettsiales. Nature Communications 15,.
	support	Euplotes woodruffi	NCBI:txid5942	NCBI:txid5942|WD:Q62000440|PPSDB:Q565	host of		Candidatus Megaira polyxenophila	NCBI:txid988779	NCBI:txid988779|WD:Q126489955|PPSDB:Q141			10.1038/S41467-024-45351-7	Castelli, M., Nardi, T., Gammuto, L., Bellinzona, G., Sabaneyeva, E., Potekhin, A., Serra, V., Petroni, G. and Sassera, D. (2024). Host association and intracellularity evolved multiple times independently in the Rickettsiales. Nature Communications 15,.
	support	Euplotes woodruffi	NCBI:txid5942	NCBI:txid5942|WD:Q62000440|PPSDB:Q565	host of		Candidatus Megaira venefica	NCBI:txid2055910	NCBI:txid2055910|WD:Q126489956|PPSDB:Q1508	cytoplasm	GO:0005737	10.1098/RSPB.2019.0693	Boscaro, V., Husnik, F., Vannini, C. and Keeling, P. J. (2019). Symbionts of the ciliate Euplotes : diversity, patterns and potential as models for bacteria–eukaryote endosymbioses. Proceedings of the Royal Society B: Biological Sciences 286, 20190693.
	support	Euplotes woodruffi	NCBI:txid5942	NCBI:txid5942|WD:Q62000440|PPSDB:Q565	host of		Candidatus Protistobacter heckmanni	NCBI:txid1048740	NCBI:txid1048740|WD:Q126489977|PPSDB:Q564			10.1111/J.1462-2920.2012.02760.X	Vannini, C., Ferrantini, F., Ristori, A., Verni, F. and Petroni, G. (2012). Betaproteobacterial symbionts of the ciliate Euplotes: origin and tangled evolutionary path of an obligate microbial association. Environmental Microbiology 14, 2553–2563.
	support	Euplotes woodruffi	NCBI:txid5942	NCBI:txid5942|WD:Q62000440|PPSDB:Q565	host of		Candidatus Protistobacter heckmanni	NCBI:txid1048740	NCBI:txid1048740|WD:Q126489977|PPSDB:Q564			10.1098/RSPB.2019.0693	Boscaro, V., Husnik, F., Vannini, C. and Keeling, P. J. (2019). Symbionts of the ciliate Euplotes : diversity, patterns and potential as models for bacteria–eukaryote endosymbioses. Proceedings of the Royal Society B: Biological Sciences 286, 20190693.
	support	Euplotes woodruffi	NCBI:txid5942	NCBI:txid5942|WD:Q62000440|PPSDB:Q565	host of		Polynucleobacter necessarius	NCBI:txid576610	NCBI:txid576610|WD:Q16988339|PPSDB:Q558	cytoplasm	GO:0005737	10.1007/S00248-015-0668-6	Senra, M. V. X., Dias, R. J. P., Castelli, M., Silva-Neto, I. D., Verni, F., Soares, C. A. G. and Petroni, G. (2015). A House for Two—Double Bacterial Infection in Euplotes woodruffi Sq1 (Ciliophora, Euplotia) Sampled in Southeastern Brazil. Microbial Ecology 71, 505–517.
	support	Euplotidium arenarium	NCBI:txid100131	NCBI:txid100131|WD:Q121305382|PPSDB:Q438	defended against predators by extrusome-like function of		Candidatus Epixenosoma ejectans	NCBI:txid100380	NCBI:txid100380|WD:Q51536694|PPSDB:Q439	cell surface	GO:0009986	10.1007/3-540-28221-1_6	Rosati, G. (2005). Extrusive Bacterial Ectosymbiosis of Ciliates. Progress in Molecular and Subcellular Biology 97–115.
	support	Euplotidium arenarium	NCBI:txid100131	NCBI:txid100131|WD:Q121305382|PPSDB:Q438	defended against predators by extrusome-like function of		Candidatus Epixenosoma ejectans	NCBI:txid100380	NCBI:txid100380|WD:Q51536694|PPSDB:Q439	cell surface	GO:0009986	10.1073/PNAS.030438197	Petroni, G., Spring, S., Schleifer, K.-H., Verni, F. and Rosati, G. (2000). Defensive extrusive ectosymbionts of Euplotidium (Ciliophora) that contain microtubule-like structures are bacteria related to Verrucomicrobia. Proceedings of the National Academy of Sciences 97, 1813–1817.
	support	Euplotidium itoi	NCBI:txid469766	NCBI:txid469766|WD:Q126618378|PPSDB:Q440	defended against predators by extrusome-like function of		Candidatus Epixenosoma ejectans	NCBI:txid100380	NCBI:txid100380|WD:Q51536694|PPSDB:Q439	cell surface	GO:0009986	10.1007/3-540-28221-1_6	Rosati, G. (2005). Extrusive Bacterial Ectosymbiosis of Ciliates. Progress in Molecular and Subcellular Biology 97–115.
	support	Euplotidium itoi	NCBI:txid469766	NCBI:txid469766|WD:Q126618378|PPSDB:Q440	defended against predators by extrusome-like function of		Candidatus Epixenosoma ejectans	NCBI:txid100380	NCBI:txid100380|WD:Q51536694|PPSDB:Q439	cell surface	GO:0009986	10.1073/PNAS.030438197	Petroni, G., Spring, S., Schleifer, K.-H., Verni, F. and Rosati, G. (2000). Defensive extrusive ectosymbionts of Euplotidium (Ciliophora) that contain microtubule-like structures are bacteria related to Verrucomicrobia. Proceedings of the National Academy of Sciences 97, 1813–1817.
	support	Euplotidium itoi	NCBI:txid469766	NCBI:txid469766|WD:Q126618378|PPSDB:Q440	defended against predators by extrusome-like function of		Candidatus Epixenosoma ejectans	NCBI:txid100380	NCBI:txid100380|WD:Q51536694|PPSDB:Q439	cell surface	GO:0009986	10.1111/J.1550-7408.1990.TB01155.X	VERNI, F. and ROSATI, G. (1990). Peculiar Epibionts in Euplotidium itoi (Ciliata, Hypotrichida). The Journal of Protozoology 37, 337–343.
	support	Eutreptiella sp. LIS 2000	NCBI:txid1130797	NCBI:txid1130797|PPSDB:Q392	host of		Candidatus Grellia alia		WD:Q126709640|PPSDB:Q396	cytoplasm	GO:0005737	10.1016/J.PROTIS.2012.08.004	Kuo, R. C. and Lin, S. (2013). Ectobiotic and Endobiotic Bacteria Associated with Eutreptiella sp. Isolated from Long Island Sound. Protist 164, 60–74.
	support	Eutreptiella sp. LIS 2000	NCBI:txid1130797	NCBI:txid1130797|PPSDB:Q392	host of		Candidatus Grellia alia		WD:Q126709640|PPSDB:Q396	cytoplasm	GO:0005737	10.1016/J.PROTIS.2024.126018	Hollender, M., Sałek, M., Karlicki, M. and Karnkowska, A. (2024). Single-cell genomics revealed Candidatus Grellia alia sp. nov. as an endosymbiont of Eutreptiella sp. (Euglenophyceae). Protist 175, 126018.
	support	Eutreptiella sp. LIS 2000	NCBI:txid1130797	NCBI:txid1130797|PPSDB:Q392	host of		Marinobacter sp. EuLISBAC5		PPSDB:Q393	cell surface	GO:0009986	10.1016/J.PROTIS.2012.08.004	Kuo, R. C. and Lin, S. (2013). Ectobiotic and Endobiotic Bacteria Associated with Eutreptiella sp. Isolated from Long Island Sound. Protist 164, 60–74.
	support	Eutreptiella sp. LIS 2000	NCBI:txid1130797	NCBI:txid1130797|PPSDB:Q392	host of		Oceanicaulis sp. EuLISBAC80		PPSDB:Q394	cell surface	GO:0009986	10.1016/J.PROTIS.2012.08.004	Kuo, R. C. and Lin, S. (2013). Ectobiotic and Endobiotic Bacteria Associated with Eutreptiella sp. Isolated from Long Island Sound. Protist 164, 60–74.
	support	Eutreptiella sp. LIS 2000	NCBI:txid1130797	NCBI:txid1130797|PPSDB:Q392	host of		Roseovarius sp. EuLISBAC32		PPSDB:Q395	cell surface	GO:0009986	10.1016/J.PROTIS.2012.08.004	Kuo, R. C. and Lin, S. (2013). Ectobiotic and Endobiotic Bacteria Associated with Eutreptiella sp. Isolated from Long Island Sound. Protist 164, 60–74.
	support	Fisculla nemoris	NCBI:txid1909704	NCBI:txid1909704|WD:Q126617986|PPSDB:Q631	host of		Candidatus Pokemonas kadabra	NCBI:txid2690152	NCBI:txid2690152|WD:Q126814717|PPSDB:Q628	cytoplasm	GO:0005737	10.3389/FCIMB.2021.642216	Solbach, M. D., Bonkowski, M. and Dumack, K. (2021). Novel Endosymbionts in Rhizarian Amoebae Imply Universal Infection of Unrelated Free-Living Amoebae by Legionellales. Frontiers in Cellular and Infection Microbiology 11,.
	support	Fisculla terrestris	NCBI:txid1756192	NCBI:txid1756192|WD:Q126617947|PPSDB:Q629	host of		Candidatus Fiscibacter pecunius	NCBI:txid2690156	NCBI:txid2690156|WD:Q126814973|PPSDB:Q630	cytoplasm	GO:0005737	10.3389/FCIMB.2021.642216	Solbach, M. D., Bonkowski, M. and Dumack, K. (2021). Novel Endosymbionts in Rhizarian Amoebae Imply Universal Infection of Unrelated Free-Living Amoebae by Legionellales. Frontiers in Cellular and Infection Microbiology 11,.
	support	Fisculla terrestris	NCBI:txid1756192	NCBI:txid1756192|WD:Q126617947|PPSDB:Q629	host of		Candidatus Pokemonas kadabra	NCBI:txid2690152	NCBI:txid2690152|WD:Q126814717|PPSDB:Q628	cytoplasm	GO:0005737	10.3389/FCIMB.2021.642216	Solbach, M. D., Bonkowski, M. and Dumack, K. (2021). Novel Endosymbionts in Rhizarian Amoebae Imply Universal Infection of Unrelated Free-Living Amoebae by Legionellales. Frontiers in Cellular and Infection Microbiology 11,.
	support	Flamella arnhemensis	NCBI:txid490515	NCBI:txid490515|WD:Q126618601|PPSDB:Q209	host of		unclassified prokaryote		PPSDB:Q1780	symbiont-containing vacuole	GO:0020003	10.1016/J.PROTIS.2008.09.004	Kudryavtsev, A., Wylezich, C., Schlegel, M., Walochnik, J. and Michel, R. (2009). Ultrastructure, SSU rRNA Gene Sequences and Phylogenetic Relationships of Flamella Schaeffer, 1926 (Amoebozoa), with Description of Three New Species. Protist 160, 21–40.
	support	Frontonia leucas	NCBI:txid326279	NCBI:txid326279|WD:Q49558879|PPSDB:Q1782	host of		unclassified Alphaproteobacteria		PPSDB:Q158	macronucleus	GO:0031039	10.1078/0932-4739-00916	Fokin, S. I. and Schweikert, M. (2003). Bacterial endocytobionts in the macronucleus of Frontonia leucas (Ciliophora, Peniculida). European Journal of Protistology 39, 311–318.
	support	Frontonia salmastra	NCBI:txid2184470	NCBI:txid2184470|WD:Q121290122|PPSDB:Q590	host of		Candidatus Hafkinia simulans	NCBI:txid2184471	NCBI:txid2184471|WD:Q126489941|PPSDB:Q589	macronucleus	GO:0031039	10.1007/S00248-018-1311-0	Fokin, S. I., Serra, V., Ferrantini, F., Modeo, L. and Petroni, G. (2019). “Candidatus Hafkinia simulans” gen. nov., sp. nov., a Novel Holospora-Like Bacterium from the Macronucleus of the Rare Brackish Water Ciliate Frontonia salmastra (Oligohymenophorea, Ciliophora): Multidisciplinary Characterization of the New Endosymbiont and Its Host. Microbial Ecology 77, 1092–1106.
	support	Fursenkoina rotundata		PPSDB:Q2258	host of		unclassified prokaryote		PPSDB:Q1780	cytoplasm	GO:0005737	10.1038/47476	Bernhard, J. M., Buck, K. R., Farmer, M. A. and Bowser, S. S. (2000). The Santa Barbara Basin is a symbiosis oasis. Nature 403, 77–80.
	support	Geleia fossata	NCBI:txid219837	NCBI:txid219837|WD:Q61999266|PPSDB:Q16	host of		unclassified prokaryote		PPSDB:Q1780	cell surface	GO:0009986	10.1111/J.1550-7408.1998.TB05071.X	Epstein, S. S., Bazylinski, D. A. and Fowle, W. H. (1998). Epibiotic Bacteria on Several Ciliates from Marine Sediments. Journal of Eukaryotic Microbiology 45, 64–70.
	support	Geleia murmanica		WD:Q62003696|PPSDB:Q17	host of		unclassified prokaryote		PPSDB:Q1780	cell surface	GO:0009986	10.1111/J.1550-7408.1998.TB05071.X	Epstein, S. S., Bazylinski, D. A. and Fowle, W. H. (1998). Epibiotic Bacteria on Several Ciliates from Marine Sediments. Journal of Eukaryotic Microbiology 45, 64–70.
